citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;taste
0.34;2.7;0.047;64.5;218.5;0.9934;3.3;0.58;9.7;6;243
0.27;12.15;0.033;37.0;116.0;0.9959;2.99;0.39;10.8;6;1339
0.32;3.6;0.035;36.0;133.0;0.99215;3.23;0.46;10.8;6;4742
0.26;5.0;0.027;46.0;143.0;0.9924;3.25;0.43;11.2;7;2855
0.28;4.3;0.032;46.0;115.0;0.98946;3.16;0.57;13.0;8;3667
0.49;1.2;0.061;27.0;117.0;0.9938;3.08;0.34;9.4;5;1442
0.4;19.45;0.043;36.0;156.0;0.9996;2.93;0.47;8.9;5;261
0.47;10.6;0.052;69.0;148.0;0.9958;2.91;0.34;9.3;4;2818
0.25;1.3;0.034;28.0;123.0;0.9915;3.27;0.55;11.4;6;1689
0.22;4.6;0.064;55.0;152.0;0.9952;3.29;0.37;9.3;6;1725
0.3;2.4;0.038;30.0;83.0;0.98867;3.09;0.36;12.8;7;3922
0.31;1.7;0.06;34.0;110.0;0.9963;3.72;0.69;10.5;6;834
0.25;13.9;0.05;45.0;199.0;0.9984;3.34;0.5;9.8;6;1866
0.25;11.3;0.031;13.0;96.0;0.99645;3.11;0.4;10.8;5;2496
0.56;2.0;0.035;20.0;95.0;0.9918;3.23;0.53;11.0;6;2010
0.43;7.8;0.045;27.0;153.0;0.9964;3.19;0.55;9.0;7;340
0.3;6.7;0.039;37.0;125.0;0.99436;3.2;0.39;9.9;5;2882
0.49;8.0;0.046;55.0;223.0;0.996;3.08;0.52;10.7;6;1601
0.46;9.7;0.054;67.0;234.0;0.99848;3.23;0.5;9.0;5;2897
0.18;4.6;0.032;40.0;124.0;0.99114;3.18;0.4;11.0;6;4603
0.34;8.9;0.043;31.0;172.0;0.9964;3.22;0.6;9.2;5;480
0.31;3.6;0.036;22.0;91.0;0.99278;3.41;0.5;9.8;6;2726
0.17;12.9;0.033;59.0;186.0;0.99754;3.08;0.49;9.4;5;3765
0.02;0.9;0.043;32.0;99.0;0.99226;3.14;0.47;9.8;4;3275
0.32;1.4;0.022;17.0;47.0;0.9899;3.35;0.35;11.5;6;4547
0.34;7.8;0.036;49.0;128.0;0.99397;3.21;0.4;10.7;6;2940
0.15;1.1;0.029;12.0;83.0;0.9898;3.3;0.4;11.4;6;4570
0.26;7.7;0.054;56.0;209.0;0.9961;3.17;0.45;8.8;5;1766
0.33;1.2;0.039;34.0;97.0;0.99112;3.11;0.75;11.2;6;4387
0.26;1.6;0.027;36.0;141.0;0.99268;3.53;0.56;10.8;6;2453
0.22;1.0;0.03;47.0;123.0;0.99218;3.55;0.44;10.15;6;4733
0.41;12.9;0.044;79.5;183.0;0.99742;3.24;0.78;10.2;6;3683
0.2;6.6;0.054;25.0;65.0;0.99324;3.12;0.28;11.1;4;3879
0.38;1.2;0.029;31.0;132.0;0.98895;3.28;0.36;12.4;6;4586
0.28;0.9;0.023;49.0;87.0;0.99062;2.92;0.36;11.1;6;3554
0.47;1.1;0.037;23.0;126.0;0.9938;3.21;0.42;10.9;5;1271
0.28;1.2;0.031;33.0;97.0;0.99126;3.49;0.58;10.9;6;4833
0.22;16.0;0.061;26.0;141.0;0.99824;3.08;0.5;9.1;5;4415
0.27;15.5;0.05;25.0;135.0;0.9984;2.9;0.43;8.7;7;4043
0.41;15.6;0.056;75.0;155.0;0.9995;3.2;0.44;8.8;6;347
0.3;10.6;0.07;67.0;194.0;0.99654;2.89;0.42;9.0;6;3747
0.18;10.5;0.049;41.0;124.0;0.9963;3.14;0.35;10.5;5;4533
0.26;2.3;0.03;11.0;103.0;0.99106;3.06;0.42;11.1;6;2562
0.31;2.3;0.05;32.0;156.0;0.9914;3.14;0.51;11.4;6;4502
0.74;10.0;0.056;36.0;225.0;0.9977;3.06;0.43;10.0;4;1423
0.35;4.9;0.028;27.0;95.0;0.9932;3.04;0.4;11.3;6;656
0.3;11.1;0.047;28.0;237.0;0.9981;3.18;0.49;8.7;5;2102
0.33;4.8;0.04;16.0;131.0;0.9936;3.26;0.64;10.7;6;632
0.23;12.7;0.054;20.0;139.0;0.99836;3.16;0.5;9.7;4;2493
0.51;2.6;0.045;26.0;159.0;0.99126;3.0;0.5;11.2;6;3105
0.31;1.2;0.031;27.0;80.0;0.98892;3.03;0.33;12.7;6;3539
0.32;1.2;0.036;7.0;89.0;0.99111;3.26;0.48;11.0;5;3194
0.31;6.3;0.034;17.0;103.0;0.99305;3.15;0.52;11.4;7;2988
0.4;9.85;0.055;41.0;103.0;0.99532;2.98;0.56;10.5;6;3471
0.36;18.1;0.046;32.0;133.0;1.0;3.27;0.48;8.8;5;2500
0.74;0.8;0.044;19.0;163.0;0.9931;3.46;0.53;10.2;5;1465
0.42;12.0;0.067;24.0;131.0;0.99727;3.19;0.34;9.3;5;2741
0.0;1.5;0.065;8.0;103.0;0.994;3.63;0.4;9.7;4;115
0.31;1.7;0.035;23.0;110.0;0.9926;3.07;0.38;10.9;5;1821
0.49;8.65;0.033;42.0;186.0;0.9931;3.14;0.38;12.4;8;1494
0.49;2.0;0.044;18.0;107.0;0.99514;3.1;0.53;10.2;4;2401
0.37;5.85;0.033;27.0;93.0;0.992;3.16;0.54;12.6;7;1232
0.26;1.5;0.041;46.0;178.0;0.99154;3.19;0.56;11.3;6;2661
0.31;3.9;0.027;39.0;96.0;0.99035;3.24;0.6;12.6;8;2857
0.07;1.3;0.035;26.0;102.0;0.992;3.5;0.35;10.6;6;1153
0.26;7.2;0.048;52.0;207.0;0.99587;3.12;0.37;9.2;5;3860
0.26;12.4;0.048;50.0;147.0;0.9972;3.3;0.36;8.9;6;57
0.3;4.6;0.06;29.0;154.0;0.99142;3.23;0.49;12.2;8;3276
0.27;2.6;0.033;25.0;85.0;0.99086;3.05;0.34;11.7;6;4205
0.4;8.1;0.046;68.0;170.0;0.99494;3.15;0.5;9.53333333333333;6;4880
0.36;4.6;0.042;56.0;178.0;0.9928;3.29;0.47;12.0;6;1735
0.26;1.1;0.037;20.0;71.0;0.9902;3.1;0.38;11.7;6;2196
0.39;15.25;0.047;45.0;158.0;0.99946;3.34;0.77;9.1;6;3431
0.09;1.5;0.071;19.0;117.0;0.99496;3.22;0.53;9.8;5;2475
0.16;1.4;0.037;28.0;160.0;0.99167;2.95;0.45;10.6;6;2564
0.38;8.7;0.126;49.0;199.0;0.99711;2.98;0.57;9.4;5;3049
0.29;7.7;0.038;40.0;179.0;0.99479;3.23;0.56;10.4;6;3896
0.46;6.4;0.036;17.0;85.0;0.99279;3.1;0.78;11.7;6;3532
0.45;4.4;0.046;57.0;166.0;0.9943;3.13;0.62;11.2;6;707
0.53;12.9;0.049;63.0;139.0;0.99792;2.94;0.45;9.1;5;4198
0.31;6.7;0.038;29.0;132.0;0.9945;3.1;0.32;10.6;7;1093
0.22;8.8;0.052;24.0;113.0;0.99576;3.22;0.45;9.4;5;3439
0.41;1.7;0.047;6.0;134.0;0.9929;3.15;0.69;11.4;6;1376
0.35;5.1;0.026;17.0;113.0;0.99052;3.18;0.67;12.4;6;4814
0.28;4.8;0.063;31.0;201.0;0.9964;3.69;0.71;10.0;5;72
0.19;4.9;0.055;27.0;127.0;0.9953;3.29;0.41;9.4;5;1922
0.8;12.3;0.038;77.0;183.0;0.99778;2.95;0.48;9.0;5;3064
0.25;8.0;0.053;54.0;202.0;0.9961;3.22;0.43;9.3;5;1764
0.25;12.5;0.034;38.0;152.0;0.9977;3.33;0.43;9.4;5;743
0.32;3.6;0.035;22.0;93.0;0.99144;3.08;0.6;12.5;7;2778
0.28;3.3;0.044;18.0;91.0;0.993;3.42;0.64;10.8;6;1005
0.21;2.0;0.039;21.0;120.0;0.99188;3.0;1.0;12.6;6;2668
0.44;1.9;0.036;10.0;119.0;0.9913;3.01;0.7;12.8;6;1190
0.54;7.0;0.046;58.0;176.0;0.99454;3.19;0.7;10.4;5;3081
0.28;8.6;0.046;37.0;142.0;0.99432;3.23;0.53;10.6;6;4082
0.45;13.0;0.047;33.0;182.0;0.9974;3.2;0.46;9.2;6;1125
0.42;2.1;0.036;33.0;187.0;0.9938;3.4;0.41;10.6;7;1241
0.34;1.8;0.045;96.0;170.0;0.99035;3.38;0.9;11.8;8;2750
0.29;3.1;0.041;37.0;144.0;0.98944;3.22;0.39;12.8;7;4011
0.33;4.35;0.04;15.0;80.0;0.98934;3.29;0.5;12.7;6;3321
0.3;17.45;0.056;43.0;184.0;0.9997;3.05;0.5;9.2;6;998
0.33;1.9;0.036;37.0;110.0;0.98945;3.26;0.58;12.4;6;4475
0.29;1.8;0.026;35.0;128.0;0.99183;3.37;0.48;11.2;6;2684
0.49;1.8;0.05;17.0;128.0;0.9946;3.31;0.58;10.6;4;1577
0.32;9.0;0.032;29.0;113.0;0.99188;3.13;0.65;12.9;7;4695
0.12;11.5;0.033;35.0;165.0;0.9974;3.22;0.32;9.0;5;1826
0.4;1.1;0.046;31.0;106.0;0.99194;3.0;0.35;10.5;4;3179
0.22;1.9;0.023;5.0;56.0;0.98928;3.04;0.79;13.0;7;4887
0.35;4.6;0.032;32.0;148.0;0.99458;3.15;0.45;11.5;7;3414
0.37;1.6;0.028;24.0;102.0;0.9913;3.29;0.59;11.6;7;440
0.44;8.9;0.055;52.0;164.0;0.99488;3.1;0.48;9.6;5;4849
0.25;5.8;0.038;52.0;155.0;0.995;3.28;0.38;9.4;6;1100
0.51;11.7;0.094;58.0;181.0;0.99776;2.91;0.51;9.0;5;3873
0.25;1.8;0.041;9.0;109.0;0.9929;3.08;0.54;9.0;5;2952
0.34;14.4;0.067;35.0;189.0;0.9986;3.07;0.53;9.1;7;649
0.49;4.7;0.034;35.0;156.0;0.9945;3.13;0.45;9.9;6;1546
0.4;11.6;0.032;34.0;214.0;0.9963;3.1;0.51;9.8;6;3416
0.44;18.5;0.057;65.0;224.0;0.99956;3.11;0.53;9.1;5;3438
0.38;7.9;0.045;54.0;208.0;0.99572;3.17;0.46;9.1;5;3077
0.18;1.4;0.047;30.0;90.0;0.99164;3.27;0.54;11.2;6;3611
0.42;18.05;0.05;35.0;144.0;0.9999;3.22;0.42;8.8;5;630
0.34;14.5;0.039;46.0;150.0;0.995;3.38;0.5;12.5;8;672
0.44;10.7;0.051;46.0;195.0;0.9981;3.15;0.51;10.4;5;1249
0.24;13.3;0.044;41.0;137.0;0.9972;3.34;0.42;9.5;5;482
0.74;7.8;0.045;52.0;209.0;0.9956;3.21;0.42;9.2;6;1584
0.31;0.95;0.021;52.0;148.0;0.99038;2.93;0.32;11.5;5;2968
0.37;1.2;0.049;6.0;94.0;0.9937;3.18;0.52;10.1;5;4537
0.32;11.3;0.038;69.0;192.0;0.99573;3.14;0.5;10.2;6;2932
0.49;1.2;0.055;18.0;150.0;0.9917;3.23;0.47;11.2;6;1462
0.45;1.7;0.046;22.0;113.0;0.99224;3.22;0.48;10.0;5;3794
0.41;10.8;0.048;55.0;149.0;0.9937;3.09;0.59;10.9666666666667;7;4654
0.27;1.7;0.014;45.0;104.0;0.98914;3.4;0.56;12.6;7;2578
0.32;1.6;0.029;41.0;102.0;0.98916;3.41;0.55;12.7;7;3669
0.35;5.0;0.067;32.0;150.0;0.995;3.36;0.48;9.8;5;49
0.2;14.4;0.05;29.0;144.0;0.99666;3.24;0.41;10.3;6;4206
0.38;1.2;0.029;31.0;132.0;0.98895;3.28;0.36;12.4;6;4589
0.39;10.2;0.038;60.0;149.0;0.99725;3.17;0.54;10.0;7;858
0.33;9.1;0.036;28.0;118.0;0.9953;2.96;0.4;10.9;7;1072
0.5;1.8;0.042;35.0;127.0;0.9937;3.45;0.5;10.2;7;719
0.43;1.3;0.023;33.0;132.0;0.99067;3.11;0.56;11.7;6;3048
0.28;2.4;0.012;36.0;100.0;0.99064;3.26;0.39;11.7;7;2631
0.4;1.2;0.076;42.0;124.0;0.99204;3.32;0.47;10.1;6;4775
0.49;7.8;0.049;62.0;217.0;0.9959;3.17;0.45;9.4;6;1660
0.49;1.1;0.048;21.0;98.0;0.9929;3.19;0.48;9.2;5;1656
0.29;3.0;0.036;17.0;117.0;0.99411;3.36;0.68;10.1;6;2425
0.18;3.3;0.054;18.0;143.0;0.99392;3.12;0.51;10.8;6;3402
0.28;1.4;0.038;40.0;76.0;0.98711;3.1;0.29;13.9;7;4149
0.41;12.4;0.032;50.0;179.0;0.99622;3.14;0.6;9.7;5;4872
0.38;9.1;0.044;35.0;127.0;0.99326;2.97;0.3;11.0;7;3196
0.44;15.8;0.057;39.0;167.0;0.99804;3.14;0.51;9.2;5;4390
0.31;4.5;0.046;42.0;124.0;0.99324;3.31;0.64;10.8;6;4868
0.37;4.5;0.04;58.0;140.0;0.99332;3.29;0.62;10.6;6;4675
0.36;2.5;0.028;22.0;157.0;0.9938;3.48;0.49;10.6;6;2606
0.29;1.3;0.042;26.0;138.0;0.9956;3.77;0.64;9.5;5;1385
0.31;13.1;0.05;26.0;180.0;0.99884;3.05;0.53;9.1;6;3702
0.34;5.7;0.035;32.0;83.0;0.9928;3.19;0.46;11.5;6;1399
0.45;14.2;0.038;53.0;141.0;0.9992;3.03;0.46;9.2;6;1195
0.36;13.1;0.05;35.0;200.0;0.9986;3.04;0.46;8.9;7;1408
0.26;8.8;0.027;23.0;112.0;0.9931;2.98;0.41;11.4;6;3691
0.29;15.4;0.073;56.0;173.0;0.9984;3.06;0.41;8.7;6;1798
0.49;1.3;0.05;18.0;148.0;0.9945;3.46;0.44;10.2;6;1475
0.52;3.2;0.043;28.0;152.0;0.99129;3.02;0.53;11.4;6;3106
0.43;1.7;0.08;21.0;123.0;0.9905;3.19;0.42;12.8;5;35
0.29;4.2;0.043;33.0;114.0;0.9902;3.16;0.31;12.5;6;4303
0.26;11.0;0.043;41.0;211.0;0.99676;3.11;0.49;10.0;6;2345
0.27;8.4;0.057;60.0;160.0;0.99257;3.16;0.36;11.8;6;4066
0.27;5.0;0.157;17.0;129.0;0.99396;3.03;0.36;9.3;5;2359
0.33;15.75;0.035;16.0;132.0;0.996;3.0;0.37;12.1;6;2206
0.0;1.5;0.02;33.0;96.0;0.98918;3.29;0.38;12.4;6;3635
0.29;1.8;0.05;40.0;147.0;0.9912;3.06;0.44;11.4;7;1286
0.45;11.2;0.054;56.0;137.0;0.997;3.15;0.47;10.0;5;349
0.26;7.1;0.054;41.0;224.0;0.9966;3.38;0.55;10.1;5;2137
0.27;10.3;0.03;26.0;108.0;0.99388;3.2;0.36;10.7;6;2691
0.32;1.6;0.045;38.0;95.0;0.98946;3.23;0.94;12.4;8;2873
0.2;17.9;0.066;36.0;161.0;0.9991;3.14;0.51;8.8;5;3954
0.3;10.0;0.046;49.0;212.0;0.9962;3.74;0.55;11.9;6;1681
0.4;1.7;0.021;18.0;82.0;0.9891;3.24;0.95;13.1333333333333;6;4818
0.49;5.3;0.04;34.0;125.0;0.9914;3.24;0.4;12.2;6;1443
0.32;4.2;0.04;37.0;117.0;0.99182;3.24;0.43;11.3;6;3132
0.3;6.5;0.028;27.0;87.0;0.9936;3.4;0.42;11.4;7;1671
0.33;7.7;0.046;24.0;119.0;0.99224;3.04;0.38;11.0;6;4860
0.25;4.5;0.044;31.0;109.0;0.9949;3.23;0.36;9.4;5;1179
0.21;1.5;0.044;21.0;108.0;0.99142;3.3;0.59;11.0;6;4077
0.28;14.7;0.051;29.0;149.0;0.99792;2.96;0.39;9.0;7;3740
0.19;0.8;0.048;17.0;204.0;0.9934;3.34;0.56;10.0;5;372
0.27;3.1;0.034;28.0;134.0;0.9897;3.26;0.38;13.1;7;3529
0.36;8.1;0.045;54.0;180.0;0.9958;3.08;0.42;9.2;5;1916
0.4;6.5;0.039;43.0;167.0;0.9953;3.15;0.44;9.3;6;1357
0.4;1.5;0.034;13.0;84.0;0.9944;3.42;0.6;10.4;5;1825
0.28;11.0;0.04;31.0;117.0;0.99815;3.27;0.29;9.2;6;786
0.53;18.15;0.047;59.0;182.0;0.9992;3.09;0.52;9.6;5;469
0.34;2.2;0.045;20.0;77.0;0.9927;3.3;0.43;10.2;5;140
0.16;7.0;0.037;26.0;116.0;0.9949;3.46;0.45;10.0;7;788
0.44;9.3;0.031;35.0;137.0;0.9946;3.16;0.36;10.4;6;323
0.25;12.1;0.035;54.0;135.0;0.99481;3.21;0.4;10.7;5;3980
0.26;2.7;0.038;39.0;187.0;0.99325;3.41;0.5;10.8;6;714
0.26;5.2;0.043;40.0;176.0;0.99116;3.17;0.41;12.3;6;4402
0.33;2.5;0.052;40.0;210.0;0.99316;3.15;0.6;10.0;5;2446
0.38;1.2;0.074;47.0;130.0;0.99132;3.31;0.4;10.3;6;4717
0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8;4333
0.13;1.75;0.036;17.0;73.0;0.99;3.4;0.51;12.3333333333333;5;4507
0.49;4.9;0.032;3.0;18.0;0.99368;2.85;0.54;10.0;6;3094
0.31;2.0;0.03;38.0;142.0;0.98892;3.4;0.41;12.9;7;2666
0.34;4.0;0.031;40.0;99.0;0.9896;3.39;0.39;12.8;7;406
0.5;12.1;0.045;38.0;127.0;0.9974;3.04;0.53;8.9;6;4782
0.26;3.3;0.038;40.0;153.0;0.9911;3.34;0.55;11.3;6;1004
0.26;13.1;0.05;59.0;150.0;0.99772;3.31;0.46;9.0;5;2899
0.0;6.4;0.046;43.0;166.0;0.994;3.3;0.63;9.9;6;890
0.25;19.1;0.045;50.0;208.0;1.00051;3.05;0.5;9.2;6;2411
0.24;1.4;0.041;17.0;159.0;0.99196;3.25;0.53;11.2;6;2545
0.47;11.4;0.035;49.0;128.0;0.99456;3.03;0.34;10.5;8;3657
0.26;1.7;0.042;34.0;130.0;0.9925;3.43;0.5;10.7;8;2390
0.3;1.1;0.033;20.0;57.0;0.99109;3.02;0.51;11.0;6;3805
0.26;7.4;0.069;28.0;160.0;0.9954;3.13;0.46;9.8;6;42
0.34;11.6;0.05;59.0;140.0;0.99526;3.22;0.4;10.8;5;2830
0.44;6.5;0.027;47.0;126.0;0.99124;2.96;0.37;12.5;6;3197
0.21;1.3;0.055;42.0;168.0;0.9914;3.32;0.43;11.1;6;303
0.26;12.3;0.044;24.0;205.0;0.99611;3.11;0.58;9.9;5;4427
0.61;11.8;0.041;66.0;188.0;0.99794;3.0;0.54;9.3;5;3616
0.38;7.4;0.052;49.0;182.0;0.9958;3.35;0.52;9.6;6;664
0.29;2.0;0.042;19.0;189.0;0.9952;3.46;0.54;10.2;6;1177
0.33;1.0;0.031;33.0;93.0;0.99094;3.06;0.68;11.2;6;2676
0.42;1.1;0.051;61.0;197.0;0.9932;3.02;0.4;9.0;5;1947
0.4;6.4;0.039;39.0;191.0;0.99513;3.14;0.52;9.8;5;2501
0.49;5.9;0.038;39.0;128.0;0.9938;3.21;0.48;10.8;6;1473
0.32;7.8;0.052;52.0;183.0;0.99657;3.39;0.65;9.5;5;3398
0.32;16.9;0.056;49.0;158.0;0.9998;3.37;0.38;9.6;6;2132
0.44;1.6;0.042;47.0;140.0;0.993;3.32;0.51;10.2;6;1026
0.36;5.0;0.037;34.0;101.0;0.992;3.13;0.57;12.3;7;961
0.33;7.7;0.034;27.0;98.0;0.9935;3.18;0.41;12.2;7;2009
0.34;5.1;0.038;31.0;99.0;0.9921;3.24;0.46;11.8;6;2149
0.34;16.05;0.04;56.0;142.0;0.99678;3.11;0.38;10.6;5;3209
0.3;8.4;0.051;40.0;167.0;0.99756;3.48;0.62;9.7;5;2338
0.15;2.1;0.026;29.0;130.0;0.98953;3.39;0.77;13.4;8;3754
0.24;6.8;0.057;41.0;163.0;0.9949;3.2;0.41;9.9;6;304
0.74;13.6;0.05;56.0;162.0;0.998;3.03;0.44;8.8;5;1440
0.24;1.1;0.039;6.0;62.0;0.9934;3.41;0.32;10.4;5;1496
0.31;2.3;0.018;45.0;80.0;0.98936;3.06;0.34;12.9;7;2652
0.39;4.7;0.042;36.0;137.0;0.995;3.36;0.56;10.3;7;916
0.23;9.5;0.057;54.0;166.0;0.99568;3.23;0.42;10.0;5;4102
0.27;17.4;0.064;29.0;140.0;0.99776;3.2;0.49;10.1;6;3784
0.32;3.6;0.026;39.0;138.0;0.9892;3.31;0.37;13.1;7;2772
0.49;1.0;0.039;46.0;131.0;0.993;3.09;0.51;10.5;7;1624
0.31;13.1;0.05;26.0;180.0;0.99884;3.05;0.53;9.1;6;3704
0.2;10.2;0.071;28.0;212.0;0.9971;2.96;0.58;9.2;6;821
0.37;1.3;0.027;42.0;125.0;0.98939;3.24;0.37;12.8;7;3187
0.3;1.8;0.04;43.0;179.0;0.9955;3.43;0.41;9.0;5;1354
0.38;4.9;0.039;22.0;86.0;0.98963;3.23;0.58;13.1;7;4411
0.35;1.7;0.036;33.0;101.0;0.99315;3.21;0.54;10.8;7;850
0.36;1.8;0.05;16.0;84.0;0.9936;3.15;0.45;9.8;7;1000
0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6;3259
0.42;1.1;0.033;17.0;171.0;0.9917;3.12;0.53;11.3;6;18
0.49;1.2;0.042;43.0;160.0;0.9934;3.13;0.48;9.7;6;1637
0.34;5.9;0.055;33.0;128.0;0.9927;2.95;0.51;11.8;6;1667
0.28;1.8;0.022;28.0;158.0;0.9907;3.2;0.64;11.4;6;493
0.48;1.5;0.036;35.0;165.0;0.99162;3.18;0.45;11.3;6;4822
0.21;5.6;0.039;28.0;67.0;0.99328;2.96;0.52;11.0;4;3933
0.5;1.3;0.045;35.0;140.0;0.9904;3.16;0.4;12.0;6;3142
0.44;1.0;0.057;24.0;111.0;0.99158;3.09;0.32;11.2;6;3491
0.27;4.7;0.035;17.0;80.0;0.99058;3.12;0.36;12.5;7;4104
0.3;13.0;0.29;22.0;193.0;0.9984;3.08;0.67;9.0;4;687
0.26;12.7;0.046;60.0;143.0;0.99526;3.26;0.35;10.8;6;4394
0.49;23.5;0.057;59.0;235.0;1.0024;2.98;0.47;8.6;5;1608
0.32;6.2;0.048;47.0;161.0;0.99281;3.22;0.6;11.0;6;3944
0.3;1.2;0.036;42.0;107.0;0.991;3.34;0.56;10.8;7;4207
0.39;1.3;0.055;32.0;146.0;0.993;3.08;0.39;10.5;6;1009
0.1;13.0;0.044;44.0;214.0;0.99741;3.1;0.5;9.1;5;2408
0.4;1.2;0.069;24.0;156.0;0.9928;3.42;0.43;10.6;6;1092
0.33;1.5;0.047;44.0;167.0;0.9928;3.12;0.44;10.5;6;1327
0.37;1.8;0.032;60.0;156.0;0.992;3.11;0.35;11.1;6;1677
0.31;17.3;0.055;32.0;197.0;1.0002;3.13;0.46;9.0;6;1999
0.08;13.5;0.041;37.0;142.0;0.997;3.46;0.39;9.9;6;1310
0.36;17.2;0.039;37.0;130.0;0.99946;3.23;0.43;8.8;6;3145
0.28;7.7;0.043;57.0;176.0;0.9954;3.12;0.55;10.0;5;1987
0.27;6.3;0.028;40.0;132.0;0.99186;3.37;0.4;11.6;6;3525
0.47;3.0;0.052;47.0;145.0;0.993;3.29;0.75;10.0;6;344
0.27;8.6;0.044;45.0;104.0;0.99454;3.2;0.37;9.9;6;3989
0.3;5.3;0.054;44.0;161.0;0.9941;3.12;0.48;10.3;6;986
0.22;18.15;0.05;23.0;139.0;0.99904;3.06;0.5;9.2;5;3718
0.3;2.5;0.042;31.0;104.0;0.9911;3.05;0.56;11.3;7;3824
0.25;5.2;0.046;11.0;133.0;0.99202;2.97;0.68;11.0;6;4229
0.38;4.8;0.04;41.0;101.0;0.98968;3.24;0.56;13.1;6;3865
0.3;10.55;0.037;4.0;28.0;0.99184;3.07;0.32;12.7;6;2984
0.29;14.4;0.046;39.0;118.0;0.99834;3.05;0.5;9.1;6;2924
0.46;3.2;0.058;39.0;133.0;0.996;3.14;0.58;9.5;5;1142
0.27;12.9;0.04;60.0;221.0;0.99831;3.05;0.66;9.4;5;2358
0.32;14.45;0.074;29.0;107.0;0.998;2.96;0.42;9.2;6;1198
0.62;11.8;0.044;52.0;152.0;0.9975;3.12;0.46;8.7;6;85
0.49;7.8;0.035;22.0;95.0;0.9935;3.04;0.34;12.0;6;1518
0.18;13.15;0.032;25.0;131.0;0.99565;3.23;0.51;10.7;5;4056
0.3;5.7;0.039;24.0;98.0;0.992;3.54;0.61;12.3;7;1381
0.34;13.7;0.044;66.0;184.0;0.99976;3.22;0.75;8.9;5;2716
0.2;11.4;0.044;45.0;131.0;0.99604;2.96;0.51;9.7;6;2977
0.27;12.6;0.064;63.0;162.0;0.9994;3.66;0.43;8.9;5;1014
0.56;2.8;0.044;47.0;179.0;0.9924;3.3;0.57;10.9;7;128
0.41;1.1;0.04;38.0;143.0;0.9907;2.92;0.42;11.4;5;1364
0.31;4.2;0.04;21.0;93.0;0.9896;3.18;0.48;13.4;7;3503
0.3;8.25;0.02;14.0;104.0;0.99362;2.99;0.44;11.4;6;3015
0.18;1.2;0.031;40.0;114.0;0.9908;3.42;0.4;11.0;7;891
0.3;2.2;0.033;39.0;107.0;0.98894;3.22;0.53;13.5;7;2793
0.32;15.6;0.054;62.0;227.0;0.99734;3.25;0.56;10.4;5;4128
0.32;1.4;0.04;31.0;132.0;0.9922;3.36;0.54;10.8;7;1359
0.24;6.7;0.058;41.0;166.0;0.995;3.2;0.41;9.9;6;307
0.49;8.3;0.047;54.0;191.0;0.9954;3.23;0.4;10.3;6;1661
0.14;7.05;0.045;50.0;177.0;0.99564;3.23;0.42;9.0;5;2431
0.28;2.2;0.042;21.0;177.0;0.99166;3.2;0.57;11.4;5;3799
0.34;1.4;0.039;21.0;177.0;0.9927;3.32;0.62;10.8;5;1317
0.29;1.2;0.046;29.0;92.0;0.99033;3.22;0.53;11.3;6;4220
0.31;1.5;0.035;17.0;83.0;0.99076;3.32;0.44;11.1;7;2474
0.34;10.7;0.029;19.5;166.0;0.99669;3.13;0.48;10.6;5;2542
0.4;5.2;0.055;41.0;167.0;0.9953;3.18;0.4;10.6;7;1246
0.4;1.7;0.031;48.0;134.0;0.9917;3.42;0.49;11.5;6;1208
0.36;7.0;0.036;45.0;164.0;0.9939;3.03;0.33;11.0;5;216
0.32;1.7;0.024;26.0;102.0;0.99084;3.29;0.6;11.8;6;4209
0.47;11.2;0.04;61.0;183.0;0.99592;3.12;0.51;9.5;6;3091
0.48;2.2;0.042;28.0;164.0;0.998;3.19;0.59;9.7;5;1239
0.28;6.5;0.037;26.0;97.0;0.99148;3.16;0.58;12.6;7;2289
0.19;12.3;0.048;54.0;145.0;0.99668;3.16;0.42;9.3;6;2740
0.41;8.9;0.046;51.0;169.0;0.9954;3.14;0.57;9.8;6;275
0.31;7.6;0.047;52.0;177.0;0.9962;3.13;0.45;8.9;6;489
0.38;1.8;0.04;39.0;148.0;0.9942;3.16;0.67;10.2;6;1035
0.42;1.15;0.033;18.0;96.0;0.9911;3.2;0.32;12.4;3;1229
0.3;8.1;0.212;60.0;150.0;0.9958;3.1;0.4;9.3;5;4497
0.37;1.2;0.059;45.0;199.0;0.993;3.37;0.55;10.3;7;1008
0.28;1.6;0.037;31.0;113.0;0.98779;3.12;0.4;14.2;7;3918
0.37;12.85;0.042;36.0;105.0;0.99581;3.05;0.55;10.7;6;3013
0.25;1.1;0.05;97.0;175.0;0.99099;3.44;0.62;11.1;6;4841
0.27;7.1;0.049;8.0;178.0;0.99502;3.16;0.38;9.4;4;2532
0.27;3.8;0.047;16.0;79.0;0.99173;3.07;0.46;11.3;6;4088
0.34;1.2;0.06;26.0;111.0;0.9931;3.51;0.47;10.7;6;1058
0.31;1.8;0.069;15.0;162.0;0.9944;3.18;0.47;9.4;5;2166
0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6;3256
0.58;5.0;0.039;36.0;114.0;0.9909;3.3;0.6;12.3;8;281
