fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;alcohol;quality;taste
5.0;0.33;0.23;11.8;0.03;23.0;158.0;11.8;6;4585
7.2;0.55;0.09;1.5;0.108;16.0;151.0;9.2;4;433
9.8;0.31;0.49;15.4;0.046;13.0;119.0;9.5;5;1580
7.1;0.43;0.61;11.8;0.045;54.0;155.0;8.7;5;88
7.9;0.28;0.41;4.9;0.058;31.0;153.0;9.7;6;2192
6.1;0.17;0.42;15.1;0.033;28.0;124.0;9.5;5;3156
6.2;0.18;0.3;1.0;0.031;23.0;73.0;11.3;6;2909
7.0;0.3;0.32;6.4;0.034;28.0;97.0;11.8;6;1726
8.5;0.26;0.21;16.2;0.074;41.0;197.0;9.8;3;251
8.9;0.27;0.34;10.7;0.029;19.5;166.0;10.6;5;2542
5.9;0.24;0.26;12.3;0.053;34.0;134.0;9.5;6;653
5.7;0.4;0.35;5.1;0.026;17.0;113.0;12.4;6;4819
6.3;0.29;0.28;4.7;0.059;28.0;81.0;12.7;8;3421
7.1;0.39;0.79;1.4;0.194;23.0;90.0;10.5;6;3848
5.3;0.31;0.38;10.5;0.031;53.0;140.0;11.7;6;4731
7.2;0.37;0.15;2.0;0.029;27.0;87.0;12.6;7;1107
9.8;0.25;0.74;10.0;0.056;36.0;225.0;10.0;4;1423
6.6;0.26;0.52;8.2;0.047;52.0;191.0;9.5;6;3789
7.4;0.16;0.49;1.2;0.055;18.0;150.0;11.2;6;1448
6.0;0.29;0.2;12.6;0.045;45.0;187.0;9.5;5;633
7.9;0.2;0.49;1.6;0.053;15.0;144.0;10.5;5;1509
6.6;0.32;0.47;15.6;0.063;27.0;173.0;9.0;5;3929
6.5;0.25;0.35;12.0;0.055;47.0;179.0;10.0;5;928
6.9;0.4;0.17;12.9;0.033;59.0;186.0;9.4;5;3769
6.7;0.27;0.33;3.6;0.034;9.0;45.0;10.5;6;2743
6.9;0.16;0.3;9.6;0.057;50.0;185.0;9.6;6;1737
6.8;0.37;0.51;11.8;0.044;62.0;163.0;8.8;5;401
6.8;0.27;0.24;4.6;0.098;36.0;127.0;9.6;6;4089
6.3;0.35;0.3;5.7;0.035;8.0;97.0;11.0;7;257
7.7;0.27;0.61;12.0;0.046;64.0;179.0;8.9;5;2227
6.9;0.24;0.49;1.3;0.032;35.0;148.0;10.7;7;1555
7.2;0.29;0.18;8.2;0.042;41.0;180.0;9.1;5;2240
6.7;0.3;0.35;1.4;0.18;36.0;160.0;9.4;6;600
6.9;0.14;0.38;1.0;0.041;22.0;81.0;11.4;6;2914
6.7;0.21;0.32;5.4;0.047;29.0;140.0;9.7;6;388
6.0;0.31;0.27;2.3;0.042;19.0;120.0;12.7;7;4261
7.1;0.43;0.25;2.8;0.036;43.0;132.0;13.4;6;4658
5.5;0.17;0.23;2.9;0.039;10.0;108.0;10.0;5;3751
6.8;0.17;0.36;1.4;0.036;38.0;108.0;12.0;6;2751
7.4;0.21;0.3;7.9;0.039;14.0;118.0;10.4;5;1901
6.7;0.53;0.29;4.3;0.069;20.0;114.0;13.4;6;4596
6.6;0.23;0.3;14.9;0.051;33.0;118.0;9.0;6;2973
6.6;0.21;0.29;5.35;0.029;43.0;106.0;11.5;7;3451
7.1;0.34;0.86;1.4;0.174;36.0;99.0;9.3;5;4173
5.4;0.375;0.4;3.3;0.054;29.0;147.0;9.1;5;4810
6.0;0.38;0.26;3.5;0.035;38.0;111.0;13.6;7;4756
7.4;0.24;0.29;10.1;0.05;21.0;105.0;9.5;5;69
7.2;0.39;0.63;11.0;0.044;55.0;156.0;8.7;6;86
7.1;0.37;0.3;6.2;0.04;49.0;139.0;13.6;6;3916
6.6;0.25;0.41;7.4;0.043;29.0;151.0;10.2;7;1162
8.2;0.2;0.36;8.1;0.035;60.0;163.0;10.3;6;1303
7.2;0.19;0.39;1.2;0.036;32.0;85.0;10.5;5;412
5.8;0.17;0.36;1.3;0.036;11.0;70.0;10.4;7;3327
6.7;0.16;0.34;1.6;0.026;27.0;109.0;10.1;6;2812
5.9;0.27;0.32;2.0;0.034;31.0;102.0;12.3;6;4777
7.4;0.16;0.3;13.7;0.056;33.0;168.0;8.7;7;4170
6.1;0.25;0.48;15.8;0.052;25.0;94.0;9.2;6;4002
7.3;0.4;0.24;6.7;0.058;41.0;166.0;9.9;6;307
8.7;0.45;0.4;1.5;0.067;17.0;100.0;10.1;6;1783
6.8;0.18;0.28;8.5;0.047;52.0;242.0;10.5;6;899
5.0;0.33;0.18;4.6;0.032;40.0;124.0;11.0;6;4603
7.7;0.25;0.49;2.5;0.047;31.0;169.0;10.6;6;3107
6.3;0.28;0.22;9.5;0.04;30.0;111.0;10.8;4;4389
7.3;0.18;0.31;17.3;0.055;32.0;197.0;9.0;6;1999
6.5;0.33;0.72;1.1;0.061;7.0;151.0;9.5;4;646
6.2;0.24;0.28;12.2;0.049;54.0;133.0;10.7;6;4069
8.1;0.28;0.4;6.9;0.05;30.0;97.0;10.1;6;2
6.8;0.15;0.41;12.9;0.044;79.5;183.0;10.2;6;3685
4.8;0.29;0.23;1.1;0.044;38.0;180.0;11.9;6;4844
7.6;0.27;0.24;3.8;0.058;19.0;115.0;8.9;5;1367
6.8;0.33;0.44;7.0;0.05;29.0;155.0;9.5;5;2048
6.2;0.27;0.26;12.1;0.046;43.0;127.0;10.8;6;3889
6.0;0.19;0.29;1.2;0.046;29.0;92.0;11.3;6;4220
6.5;0.21;0.35;5.7;0.043;47.0;197.0;10.1;6;4643
7.7;0.35;0.46;11.8;0.088;61.0;183.0;9.0;5;3708
6.4;0.17;0.27;9.9;0.047;26.0;101.0;9.9;6;3349
6.8;0.63;0.04;1.3;0.058;25.0;133.0;10.2;4;4680
7.6;0.21;0.6;2.1;0.046;47.0;165.0;10.1;7;999
7.4;0.3;0.22;5.25;0.053;33.0;180.0;11.6;6;1993
5.7;0.27;0.16;9.0;0.053;32.0;111.0;10.4;6;4712
10.0;0.91;0.42;1.6;0.056;34.0;181.0;10.0;4;1856
6.6;0.4;0.3;5.3;0.038;20.0;125.0;12.6;6;4623
5.9;0.44;0.33;1.2;0.049;12.0;117.0;11.5;5;4669
7.0;0.23;0.36;13.0;0.051;72.0;177.0;9.8;5;165
7.2;0.27;0.28;15.2;0.046;6.0;41.0;10.9;6;3338
6.8;0.28;0.36;8.0;0.045;28.0;123.0;11.4;6;192
8.6;0.18;0.36;1.8;0.04;24.0;187.0;9.5;6;994
7.7;0.28;0.63;11.1;0.039;58.0;179.0;8.8;4;2346
6.1;0.27;0.32;6.2;0.048;47.0;161.0;11.0;6;3944
6.7;0.105;0.32;12.4;0.051;34.0;106.0;9.2;6;1120
6.3;0.33;0.2;17.9;0.066;36.0;161.0;8.8;5;3951
5.3;0.585;0.07;7.1;0.044;34.0;145.0;9.7;6;268
7.4;0.28;0.42;19.8;0.066;53.0;195.0;9.1;5;292
6.5;0.38;0.34;3.4;0.036;34.0;200.0;10.0;5;471
5.8;0.31;0.32;4.5;0.024;28.0;94.0;13.7;7;3086
6.5;0.51;0.25;1.7;0.048;39.0;177.0;10.5666666666667;5;4636
6.9;0.28;0.27;2.1;0.036;42.0;121.0;10.8;7;588
7.1;0.21;0.35;2.5;0.04;41.0;186.0;12.5;6;3688
7.3;0.4;0.28;6.5;0.037;26.0;97.0;12.6;7;2289
7.1;0.49;0.22;2.0;0.047;146.5;307.5;11.0;3;1931
6.2;0.23;0.38;1.6;0.044;12.0;113.0;11.4;5;4852
7.4;0.19;0.49;6.7;0.037;15.0;110.0;11.0;7;1633
6.1;0.24;0.27;9.8;0.062;33.0;152.0;9.5;6;997
8.0;0.22;0.32;10.4;0.043;63.0;201.0;9.5;6;1988
7.7;0.18;0.53;1.2;0.041;42.0;167.0;11.9;5;3047
6.9;0.41;0.22;4.2;0.031;10.0;102.0;11.6;4;1294
8.0;0.27;0.25;19.1;0.045;50.0;208.0;9.2;6;2411
5.8;0.26;0.3;2.6;0.034;75.0;129.0;11.5;4;4508
7.4;0.18;0.4;1.6;0.047;22.0;102.0;10.7;5;1113
8.2;0.18;0.38;1.1;0.04;41.0;92.0;12.0;6;3938
8.5;0.19;0.48;1.1;0.026;23.0;58.0;10.5;6;3059
7.7;0.27;0.34;1.8;0.028;26.0;168.0;12.1;7;1284
8.2;0.23;0.49;0.9;0.057;15.0;73.0;10.4;6;1164
7.2;0.27;0.28;15.2;0.046;6.0;41.0;10.9;6;3348
7.4;0.28;0.25;11.9;0.053;25.0;148.0;9.2;5;637
6.4;0.26;0.21;8.2;0.05;51.0;182.0;9.5;5;4385
6.1;0.38;0.2;6.6;0.033;25.0;137.0;10.4;6;441
6.0;0.17;0.33;6.0;0.036;30.0;111.0;10.1333333333333;7;4663
6.3;0.29;0.29;3.3;0.037;32.0;140.0;12.8;7;4406
7.0;0.3;0.28;2.2;0.042;21.0;177.0;11.4;5;3799
6.7;0.34;0.26;1.9;0.038;58.0;138.0;12.2;7;4317
8.0;0.2;0.36;1.2;0.032;21.0;78.0;10.4;6;1877
7.2;0.21;0.31;10.5;0.035;36.0;122.0;10.6;6;4728
7.2;0.34;0.3;8.4;0.051;40.0;167.0;9.7;5;2341
7.3;0.51;0.29;11.3;0.034;61.0;224.0;9.5;6;2517
6.8;0.31;0.19;3.5;0.086;30.0;130.0;9.6;5;3832
6.6;0.3;0.25;8.0;0.036;21.0;124.0;10.8;6;3630
7.0;0.25;0.29;15.2;0.047;40.0;171.0;9.3;5;461
6.8;0.18;0.3;12.8;0.062;19.0;171.0;9.0;7;2582
6.8;0.26;0.34;13.9;0.034;39.0;134.0;12.0;6;203
5.7;0.24;0.3;1.3;0.03;25.0;98.0;12.4;7;4642
7.4;0.18;0.3;8.8;0.064;26.0;103.0;9.3;5;78
6.4;0.32;0.27;4.9;0.034;18.0;122.0;12.5;6;3428
6.8;0.2;0.25;6.2;0.052;22.0;106.0;10.8;5;4498
7.6;0.27;0.34;5.0;0.04;18.0;56.0;12.4;6;2823
6.7;0.31;0.31;4.9;0.031;20.0;151.0;12.0;7;2057
7.4;0.13;0.39;4.7;0.042;36.0;137.0;10.3;7;916
7.0;0.35;0.31;1.8;0.069;15.0;162.0;9.4;5;2166
6.8;0.19;0.71;17.5;0.042;21.0;114.0;9.5;6;3589
6.5;0.08;0.33;1.9;0.028;23.0;93.0;12.0;7;973
6.9;0.19;0.49;6.6;0.036;49.0;172.0;11.5;6;1449
7.2;0.31;0.35;7.2;0.046;45.0;178.0;9.7;5;3530
6.9;0.41;0.33;10.1;0.043;28.0;152.0;9.4;5;596
7.0;0.15;0.28;14.7;0.051;29.0;149.0;9.0;7;3740
6.7;0.44;0.31;1.9;0.03;41.0;104.0;12.6;7;1899
7.9;0.19;0.45;1.5;0.045;17.0;96.0;11.0;6;171
7.4;0.16;0.32;1.4;0.065;23.0;140.0;11.4;6;3279
8.0;0.23;0.35;9.2;0.044;53.0;186.0;9.5;7;1967
8.1;0.28;0.46;15.4;0.059;32.0;177.0;9.0;4;1664
7.7;0.17;0.52;5.9;0.017;21.0;84.0;11.9;7;930
6.5;0.14;0.32;2.7;0.037;18.0;89.0;11.5;7;2143
9.6;0.21;0.28;1.2;0.038;12.0;53.0;10.6;5;1758
6.4;0.31;0.28;2.5;0.039;34.0;137.0;12.7;6;4355
7.0;0.25;0.56;2.0;0.035;20.0;95.0;11.0;6;2010
6.8;0.14;0.35;1.5;0.047;40.0;117.0;11.1;6;4003
7.1;0.39;0.3;9.9;0.037;29.0;124.0;10.9;6;4595
7.4;0.19;0.31;14.5;0.045;39.0;193.0;9.2;6;3259
6.8;0.25;0.24;1.6;0.045;39.0;164.0;10.8;5;3208
7.2;0.27;0.74;12.5;0.037;47.0;156.0;8.7;5;1525
6.8;0.38;0.29;9.9;0.037;40.0;146.0;11.5;6;4604
7.5;0.35;0.28;9.6;0.051;26.0;157.0;9.2;6;382
6.4;0.37;0.37;4.85;0.041;39.5;216.5;9.8;6;2481
5.9;0.17;0.3;1.4;0.042;25.0;119.0;10.5;6;2078
8.3;0.4;0.38;1.1;0.038;15.0;75.0;9.2;5;1048
8.0;0.26;0.36;2.0;0.054;30.0;121.0;11.6;7;1060
6.8;0.3;0.23;4.6;0.061;50.5;238.5;9.5;5;71
6.2;0.36;0.38;3.2;0.031;20.0;89.0;12.0;7;3089
5.7;0.245;0.33;1.1;0.049;28.0;150.0;9.3;5;1251
6.8;0.32;0.21;2.2;0.044;15.0;68.0;9.4;6;463
7.0;0.36;0.32;10.05;0.045;37.0;131.0;11.7;8;2774
6.2;0.33;0.14;4.8;0.052;27.0;128.0;9.4;5;2547
5.9;0.32;0.39;3.3;0.114;24.0;140.0;9.2;6;525
6.8;0.21;0.4;6.3;0.032;40.0;121.0;12.0;7;3199
6.5;0.5;0.22;4.1;0.036;35.0;131.0;13.0;7;4622
7.3;0.24;0.34;15.4;0.05;38.0;174.0;9.0;6;962
5.7;0.14;0.3;5.4;0.045;26.0;105.0;9.3;5;3948
6.7;0.27;0.12;1.3;0.041;62.0;138.0;10.0;6;510
6.9;0.23;0.34;2.7;0.032;24.0;121.0;12.4;7;1374
6.8;0.25;0.31;13.3;0.05;69.0;202.0;9.7;6;87
6.1;0.3;0.3;2.1;0.031;50.0;163.0;12.7;7;3415
6.7;0.3;0.45;10.6;0.032;56.0;212.0;9.5;6;2040
6.0;0.2;0.38;1.3;0.034;37.0;104.0;12.7;6;4476
8.0;0.44;0.49;9.1;0.031;46.0;151.0;12.7;8;1464
7.6;0.19;0.37;13.1;0.033;52.0;151.0;10.4;6;4023
7.2;0.21;0.36;15.7;0.045;68.0;183.0;9.4;5;4295
6.4;0.3;0.36;2.0;0.052;18.0;141.0;10.5;6;3498
8.1;0.28;0.4;6.9;0.05;30.0;97.0;10.1;6;5
7.4;0.22;0.27;1.6;0.057;45.0;98.0;9.9;7;3875
6.8;0.31;0.3;8.0;0.028;33.0;122.0;12.6;7;3693
7.3;0.19;0.27;13.9;0.057;45.0;155.0;8.8;8;4336
6.0;0.28;0.29;19.3;0.051;36.0;174.0;9.0;5;4456
8.3;0.22;0.38;14.8;0.054;32.0;126.0;9.7;5;1071
6.8;0.23;0.32;1.6;0.026;43.0;147.0;12.5;6;497
7.3;0.23;0.41;14.6;0.048;73.0;223.0;9.4;6;3990
5.0;0.255;0.22;2.7;0.043;46.0;153.0;11.3;6;4109
7.2;0.22;0.24;1.4;0.041;17.0;159.0;11.2;6;2545
6.5;0.29;0.31;1.7;0.035;24.0;79.0;11.4;7;2733
5.0;0.35;0.25;7.8;0.031;24.0;116.0;11.3;6;4444
7.1;0.28;0.28;8.5;0.03;25.0;191.0;12.2;7;3656
5.7;0.21;0.24;2.3;0.047;60.0;189.0;10.1;6;1335
5.8;0.15;0.28;0.8;0.037;43.0;127.0;9.3;5;2647
6.7;0.22;0.22;1.2;0.038;5.0;124.0;11.2;4;3578
7.7;0.28;0.35;15.3;0.056;31.0;117.0;9.6;5;2151
6.8;0.21;0.27;18.15;0.042;41.0;146.0;8.7;5;2056
6.3;0.24;0.29;13.7;0.035;53.0;134.0;10.6;6;3768
7.1;0.12;0.32;9.6;0.054;64.0;162.0;9.4;5;106
8.2;0.23;0.29;1.8;0.047;47.0;187.0;10.2;6;576
7.1;0.25;0.28;1.2;0.04;31.0;111.0;11.1;5;3441
6.6;0.39;0.39;11.9;0.057;51.0;221.0;8.9;6;3135
8.1;0.27;0.33;1.3;0.045;26.0;100.0;12.4;6;4193
7.7;0.29;0.48;2.3;0.049;36.0;178.0;10.6;6;371
6.4;0.42;0.19;9.3;0.043;28.0;145.0;10.98;5;4328
6.2;0.3;0.31;1.2;0.048;19.0;125.0;12.6;6;3340
6.7;0.24;0.26;5.4;0.03;15.0;94.0;12.7;6;4432
7.3;0.17;0.24;8.1;0.121;32.0;162.0;10.4;8;2525
7.2;0.33;0.34;2.0;0.044;61.0;171.0;13.3;7;3516
7.6;0.48;0.37;0.8;0.037;4.0;100.0;11.4;4;172
6.9;0.615;0.42;12.0;0.067;24.0;131.0;9.3;5;2741
6.6;0.25;0.35;2.9;0.034;38.0;121.0;12.8;6;3133
6.9;0.34;0.49;7.3;0.045;61.0;206.0;9.0;6;1616
7.0;0.34;0.1;3.5;0.044;17.0;63.0;9.2;5;3893
6.3;0.22;0.33;1.7;0.041;67.0;164.0;10.4;6;479
9.2;0.18;0.49;1.5;0.041;39.0;130.0;9.8;7;1505
7.8;0.27;0.34;1.6;0.046;27.0;154.0;10.5;6;995
7.4;0.16;0.31;6.85;0.059;31.0;131.0;9.7;5;122
6.9;0.28;0.37;9.1;0.037;16.0;76.0;11.1;5;4549
7.1;0.36;0.37;4.8;0.019;39.0;114.0;12.7;7;3163
7.4;0.19;0.3;12.8;0.053;48.5;229.0;9.1;7;2169
6.9;0.34;0.36;1.4;0.032;13.0;145.0;9.8;5;2513
5.4;0.23;0.36;1.5;0.03;74.0;121.0;12.1;7;2874
7.0;0.12;0.32;7.2;0.058;22.0;89.0;9.2;6;1957
8.7;0.15;0.3;1.6;0.046;29.0;130.0;9.8;6;2088
7.3;0.13;0.32;14.4;0.051;34.0;109.0;9.2;6;105
9.7;0.24;0.49;4.9;0.032;3.0;18.0;10.0;6;3094
7.4;0.29;0.29;1.6;0.045;53.0;180.0;10.5;6;488
7.8;0.26;0.27;1.9;0.051;52.0;195.0;10.9;6;617
6.7;0.2;0.24;6.5;0.044;28.0;100.0;10.2;6;4194
6.6;0.34;0.4;8.1;0.046;68.0;170.0;9.53333333333333;6;4880
6.8;0.15;0.3;5.3;0.05;40.0;127.0;9.7;6;362
7.2;0.24;0.29;2.2;0.037;37.0;102.0;11.0;7;1841
9.4;0.17;0.55;1.6;0.049;14.0;94.0;10.3;6;1309
6.5;0.26;0.34;1.4;0.04;25.0;184.0;10.7;5;3757
7.2;0.25;0.39;18.95;0.038;42.0;155.0;9.0;6;410
8.4;0.4;0.7;13.1;0.042;29.0;197.0;9.7;5;700
5.8;0.32;0.2;2.6;0.027;17.0;123.0;13.9;7;3458
8.2;0.26;0.49;5.2;0.04;19.0;100.0;10.1;6;1611
6.9;0.19;0.31;19.25;0.043;38.0;167.0;9.1;7;4691
6.8;0.3;0.35;2.8;0.038;10.0;164.0;12.0;6;1820
6.4;0.24;0.49;5.8;0.053;25.0;120.0;10.5;6;3998
8.5;0.15;0.49;1.5;0.031;17.0;122.0;10.3;6;1535
5.8;0.2;0.3;1.5;0.031;21.0;57.0;11.0;6;741
7.1;0.23;0.35;16.5;0.04;60.0;171.0;9.1;6;107
4.7;0.67;0.09;1.0;0.02;5.0;9.0;13.6;5;3710
7.0;0.17;0.37;5.7;0.025;29.0;111.0;10.8;6;1148
5.9;0.28;0.34;3.6;0.04;50.0;194.0;11.6;6;4357
7.2;0.25;0.28;14.4;0.055;55.0;205.0;9.0;7;1685
7.2;0.36;0.36;5.7;0.038;26.0;98.0;12.5;7;1908
9.2;0.34;0.54;17.3;0.06;46.0;235.0;8.8;6;2250
9.0;0.2;0.33;3.5;0.049;10.0;40.0;9.8;6;4522
6.1;0.55;0.15;9.8;0.031;19.0;125.0;10.2;6;392
7.2;0.19;0.27;11.2;0.061;46.0;149.0;9.3;6;2681
5.7;0.43;0.3;5.7;0.039;24.0;98.0;12.3;7;1381
6.9;0.33;0.26;5.0;0.027;46.0;143.0;11.2;7;2855
4.8;0.21;0.21;10.2;0.037;17.0;112.0;12.2;7;3556
6.1;0.25;0.24;12.1;0.046;51.0;172.0;9.5;5;710
6.4;0.23;0.27;2.1;0.042;35.0;100.0;10.9;6;4469
6.9;0.29;0.4;19.45;0.043;36.0;156.0;8.9;5;265
8.1;0.29;0.49;7.1;0.042;22.0;124.0;10.8;6;1413
7.4;0.2;0.33;1.9;0.035;39.0;138.0;11.7;7;574
8.5;0.28;0.34;13.8;0.041;32.0;161.0;9.9;6;2215
8.6;0.485;0.29;4.1;0.026;19.0;101.0;12.4;5;2053
5.7;0.21;0.32;1.6;0.03;33.0;122.0;11.9;6;4873
6.3;0.22;0.3;2.0;0.05;23.0;120.0;10.4;6;4234
6.4;0.22;0.38;9.1;0.044;35.0;127.0;11.0;7;3198
6.2;0.355;0.35;2.0;0.046;31.0;95.0;13.6;6;4865
6.2;0.32;0.16;7.0;0.045;30.0;136.0;9.6;6;6
7.6;0.22;0.28;12.0;0.056;68.0;143.0;9.2;6;3459
7.1;0.23;0.23;3.5;0.038;23.0;112.0;11.3666666666667;6;4372
6.7;0.17;0.42;10.4;0.038;85.0;182.0;8.9;6;2575
6.4;0.14;0.31;1.2;0.034;53.0;138.0;11.5;7;2827
7.3;0.25;0.36;13.1;0.05;35.0;200.0;8.9;7;1398
5.8;0.39;0.47;7.5;0.027;12.0;88.0;14.0;6;3150
7.2;0.28;0.26;12.5;0.046;48.0;179.0;9.0;6;381
6.0;0.19;0.29;1.1;0.047;67.0;152.0;11.1;7;3311
7.1;0.25;0.49;3.0;0.03;30.0;96.0;12.3;7;1467
7.0;0.55;0.05;8.0;0.036;19.0;164.0;12.2;6;4263
7.1;0.25;0.28;1.6;0.052;46.0;169.0;10.5;5;1927
7.3;0.31;0.25;6.65;0.032;30.0;138.0;11.1;5;3648
5.6;0.15;0.31;5.3;0.038;8.0;79.0;10.5;6;2802
7.3;0.3;0.33;2.3;0.043;28.0;125.0;12.6;7;2300
6.3;0.18;0.22;5.6;0.047;45.0;147.0;10.0;5;4126
6.2;0.33;0.29;1.3;0.042;26.0;138.0;9.5;5;1385
7.2;0.2;0.3;2.0;0.039;43.0;188.0;12.0;6;2374
6.4;0.33;0.24;9.8;0.041;29.0;109.0;10.1;6;2184
5.6;0.35;0.14;5.0;0.046;48.0;198.0;10.3;5;638
6.1;0.22;0.4;1.85;0.031;25.0;111.0;11.8;7;4706
6.4;0.28;0.28;3.0;0.04;19.0;98.0;11.1;6;4713
8.0;0.36;0.39;1.6;0.024;26.0;93.0;11.9;6;2398
7.7;0.29;0.29;4.8;0.06;27.0;156.0;10.3;6;2340
7.7;0.3;0.23;2.0;0.068;28.0;138.0;9.8;5;3721
5.9;0.12;0.28;1.4;0.037;36.0;83.0;10.9;7;4703
7.0;0.23;0.35;1.4;0.036;31.0;113.0;10.8;7;4564
6.6;0.23;0.24;3.9;0.045;36.0;138.0;11.3;7;2207
6.9;0.32;0.13;7.8;0.042;11.0;117.0;9.2;5;2176
6.7;0.4;0.22;8.8;0.052;24.0;113.0;9.4;5;3437
7.0;0.27;0.74;1.5;0.036;27.0;122.0;11.2;6;1589
7.8;0.43;0.49;13.0;0.033;37.0;158.0;11.3;6;1444
6.1;0.22;0.23;3.1;0.052;15.0;104.0;8.7;5;1736
9.4;0.42;0.32;6.5;0.027;20.0;167.0;10.6;5;2266
6.3;0.33;0.2;5.8;0.04;24.0;144.0;9.9;5;910
6.1;0.25;0.28;10.0;0.055;56.0;131.0;10.9;6;4143
7.6;0.27;0.52;3.2;0.043;28.0;152.0;11.4;6;3092
5.3;0.32;0.12;6.6;0.043;22.0;141.0;10.4;6;622
6.6;0.26;0.29;1.4;0.039;13.0;67.0;10.9;6;898
6.8;0.18;0.37;1.6;0.055;47.0;154.0;9.1;5;516
6.8;0.44;0.37;5.1;0.047;46.0;201.0;10.5;4;282
5.7;0.26;0.27;4.1;0.201;73.5;189.5;9.4;6;1158
6.3;0.24;0.37;1.8;0.031;6.0;61.0;12.2;4;2159
7.3;0.25;0.42;14.2;0.041;57.0;182.0;9.1;7;861
6.0;0.31;0.27;2.3;0.042;19.0;120.0;12.7;7;4266
7.3;0.2;0.26;1.6;0.04;36.0;123.0;10.8;6;2805
7.8;0.15;0.34;1.1;0.035;31.0;93.0;11.3;7;3568
6.5;0.33;0.38;2.5;0.047;30.0;148.0;12.7;6;3130
8.3;0.24;0.27;2.1;0.03;22.0;162.0;11.9;6;2133
7.2;0.17;0.28;17.55;0.05;33.0;154.0;9.0;7;4054
7.0;0.39;0.21;10.7;0.098;13.0;91.0;9.3;5;3806
7.1;0.2;0.3;0.9;0.019;4.0;28.0;12.0;6;2609
7.2;0.47;0.16;5.9;0.048;14.0;125.0;9.8;5;4443
6.4;0.23;0.35;10.3;0.042;54.0;140.0;9.2;5;4828
7.4;0.21;0.27;7.3;0.031;41.0;144.0;11.8;7;1868
7.5;0.42;0.34;4.3;0.04;34.0;108.0;12.8;8;835
8.4;0.27;0.3;2.2;0.037;36.0;129.0;11.4666666666667;6;4323
6.7;0.24;0.39;2.9;0.173;63.0;157.0;9.4;6;41
6.4;0.16;0.22;1.4;0.04;41.0;149.0;10.0;6;545
6.1;0.24;0.26;1.7;0.033;61.0;134.0;11.9;7;3982
8.4;0.19;0.43;2.1;0.052;20.0;104.0;9.5;5;1329
6.7;0.3;0.5;12.1;0.045;38.0;127.0;8.9;6;4791
6.0;0.27;0.26;1.3;0.038;32.0;138.0;11.1;6;4581
5.8;0.27;0.2;14.95;0.044;22.0;179.0;10.2;5;34
6.8;0.21;0.42;1.2;0.045;24.0;126.0;10.9;6;3207
6.4;0.23;0.39;1.8;0.032;23.0;118.0;11.8;6;258
6.4;0.28;0.22;12.8;0.039;51.0;150.0;10.7;6;4449
6.7;0.26;0.29;7.7;0.038;40.0;179.0;10.4;6;3896
6.6;0.905;0.19;0.8;0.048;17.0;204.0;10.0;5;372
6.3;0.32;0.35;11.1;0.039;29.0;198.0;9.4;7;1176
5.0;0.31;0.0;6.4;0.046;43.0;166.0;9.9;6;890
6.8;0.33;0.31;7.4;0.045;34.0;143.0;12.2;6;3886
7.4;0.44;0.2;11.5;0.049;44.0;157.0;9.0;5;1845
7.0;0.21;0.34;8.0;0.057;19.0;101.0;9.4;5;727
6.2;0.255;0.27;1.3;0.037;30.0;86.0;12.9;7;3433
7.6;0.34;0.39;7.6;0.04;45.0;215.0;9.2;6;2029
8.0;0.22;0.28;14.0;0.053;83.0;197.0;9.8;6;1855
7.0;0.31;0.26;7.4;0.069;28.0;160.0;9.8;6;42
7.6;0.39;0.46;11.7;0.084;55.0;170.0;9.0;5;3961
8.4;0.27;0.46;8.7;0.048;39.0;197.0;9.6;6;166
6.9;0.2;0.36;1.5;0.031;38.0;147.0;11.0;6;1069
9.0;0.245;0.38;5.9;0.045;52.0;159.0;10.2;6;1300
8.6;0.16;0.38;3.4;0.04;41.0;143.0;10.2;6;990
6.2;0.31;0.23;3.3;0.052;34.0;113.0;8.4;5;3835
7.0;0.21;0.31;6.0;0.046;29.0;108.0;10.8;6;1716
6.6;0.33;0.41;2.0;0.027;14.0;79.0;12.4;6;4660
6.6;0.15;0.32;6.0;0.033;59.0;128.0;12.1;8;3445
6.3;0.22;0.43;4.55;0.038;31.0;130.0;11.5;7;173
7.0;0.29;0.37;1.6;0.035;34.0;126.0;12.3;6;3649
5.1;0.14;0.25;0.7;0.039;15.0;89.0;9.2;6;2587
6.6;0.24;0.28;6.7;0.032;26.0;91.0;12.3;6;3302
6.7;0.23;0.31;2.1;0.046;30.0;96.0;10.7;8;68
6.5;0.24;0.24;1.6;0.046;15.0;60.0;9.8;5;1468
8.0;0.23;0.37;9.6;0.054;23.0;159.0;9.8;4;908
7.6;0.21;0.44;1.9;0.036;10.0;119.0;12.8;6;1172
7.7;0.35;0.49;8.65;0.033;42.0;186.0;12.4;8;1494
7.2;0.17;0.37;6.9;0.059;47.0;128.0;11.0;7;3126
7.6;0.28;0.39;1.2;0.038;21.0;115.0;10.0;6;1222
5.8;0.28;0.3;3.9;0.026;36.0;105.0;12.75;6;4544
6.6;0.41;0.31;1.6;0.042;18.0;101.0;10.5;5;2886
6.8;0.35;0.53;10.1;0.053;37.0;151.0;9.4;5;2797
6.0;0.29;0.27;2.3;0.044;20.0;117.0;12.7;7;4267
6.4;0.19;0.35;10.2;0.043;40.0;106.0;9.7;6;4754
